BDH INDUSTRIES LIMITED - BDH Industries,27AAACB1720H1Z6
BDR PHARMACEUTICALS INTERNATIONAL PRIVATE LIMITED - BDR Pharma,36AABCB9286B2ZO
BEACON DIAGNOSTICS PVT LTD - BEACON DIAGNOSTICS,24AABCB2080R1ZJ
BEAM GLOBAL SPIRITS & WINE (INDIA) PRIVATE LIMITED - Beam Global Spirits & Wine India,30AAACA1614R1ZY
BECKMAN COULTER INDIA PRIVATE LIMITED - Beckman Coulter India,27AACCB7266L1ZA
BECTON DICKINSON INDIA PRIVATE LIMITED - Becton,37AAACB2656A1Z6
BEEKAY STEEL INDUSTRIES LTD - BEEKAY STEEL,19AABCB3205A1ZG
BRIGHTSTAR TELECOMMUNICATIONS INDIA LIMITED - Beetel Teletech,08AABCB3989M1Z3
BELLATRIX AEROSPACE PRIVATE LIMITED - Bellatrix Aerospace,29AAGCB1918F1ZS
BELLSONICA AUTO COMPONENT INDIA PRIVATE LIMITED - Bellsonica,06AACCB9442Q1Z6
BELLWETHER CAPITAL PRIVATE LIMITED - Bellwether Capital,27AACCB3356P1ZB
THE BENGAL CLUB LTD - Bengal Club,19AABCT3214B1ZV
BELONG TECHNOLOGIES INDIA PRIVATE LIMITED - Belong,29AAGCB3050Q1ZA
BENETTON INDIA PRIVATE LIMITED - BENETTON,09AAACD1013F1ZC
BENZO CHEM INDUSTRIES PVT LTD - Benzo Chem Industries,27AAACB3369G1ZR
BEST VALUE CHEM PRIVATE LIMITED - Best Value Chem,24AAACB9400C1ZD
BETTERPLACE SAFETY SOLUTIONS PRIVATE LIMITED - BETTERPLACE,29AAGCB1498L1Z4
BGR ENERGY SYSTEMS LIMITED - BGR Energy,24AABCG2202J1Z6
BHAGAT HOSPITALS PRIVATE LIMITED - BHAGAT HOSPITALS,23AADCB5149B1Z8
BHAGERIA INDUSTRIES LIMITED - Bhageria Industries,27AAACB1751C3Z7
BHAGWATI FATS AND EDIBLE OILS PRIVATE LIMITED - Bhagwati Fats And Edible Oils,36AAECB2338P1ZE
BHAGWATI FERRO METAL PRIVATE LIMITED - Bhagwati Ferro,27AACCB1835D1Z4
BHAGWATI (INDIA) LTD - Bhagwati India,09AACCB2701J1ZY
BHAGWATI ORGANICS PRIVATE LIMITED - BHAGWATI ORGANICS,24AACCB9281H1ZM
BHARAT CEREALS PRIVATE LIMITED - Bharat Cereals,06AADCB8771F1ZM
BHARAT CONTAINERS (NAGPUR) PVT LTD - Bharat Containers (Nagpur),27AAACB0489M1ZF
BHARAT DYNAMICS LIMITED - BHARAT DYNAMICS,36AAACB7880N1Z5
BHARAT GEARS LIMITED - Bharat Gears,27AAACB4860G1ZT
BHARAT HOTELS LIMITED - Bharat Hotels,07AAACB1298E1ZX
BHARAT OMAN REFINERIES LTD - Bharat Oman Refineries,24AABCB7084M1ZF
BHARAT SERUMS AND VACCINES LIMITED - Bharat Serums and Vaccines,33AAACB2431M1Z0
BHARATHI CEMENT CORPORATION PRIVATE LIMITED - Bharathi Cement,37AADCR3079G1Z8
BHARTI HEXACOM LIMITED - Bharti Hexacom,08AAACH1766P2Z4
BHARTI AXA GENERAL INSURANCE COMPANY LIMITED - Bharti AXA General Insurance,20AADCB2008D1ZQ
BHARATKUMAR INDRASEN TRADING PRIVATE LIMITED - Bharatkumar Indrasen Trading,27AAACB2051R1ZJ
BHARTI TELEMEDIA LIMITED - BHARTI TELEMEDIA,06AADCB0147R2ZI
BHASKAR INDUSTRIES PRIVATE LIMITED - Bhaskar Industries,23AAACB5809M1ZP
BHAVYA CEMENTS LIMITED - Bhavya,33AADCB1182A1ZG
HAPPILO INTERNATIONAL PRIVATE LIMITED - HAPPILO,29AAECH4091H1ZE
BHILOSA INDUSTRIES PRIVATE LIMITED - Bhilosa,27AAACB1538K1ZR
BHUWALKA & SONS PRIVATE LIMITED - Bhuwalka & Sons,29AACCB4494J1ZA
BIBA APPARELS PRIVATE LIMITED - Biba Apparels,07AABCB9274B1ZU
BIDADA FOODS PRIVATE LIMITED - Bidada Foods,07AAGCB9876N1ZS
BIGBLOC CONSTRUCTION LIMITED - BIGBLOC,24AAGCB3727N1ZI
BIL INFRATECH LIMITED - BIL Infratech,22AAECB2724M1ZV
BIGHAAT AGRO PRIVATE LIMITED - BigHaat,29AAGCB4353A1ZZ
BIKANERVALA FOODS PRIVATE LIMITED - Bikanervala,05AAACB0611P1ZZ
BILCARE LIMITED - Bilcare,27AABCB2242F1Z6
BILLIONLOANS FINANCIAL SERVICES PRIVATE LIMITED - BILLIONLOANS,29AAHCB0052H2ZV
BILLIONSMILES HOSPITALITY PRIVATE LIMITED - Billionsmiles,29AAKCS2398N1ZE
BIMAL AUTO AGENCY INDIA PRIVATE LIMITED - Bimal Auto Agency India,29AAECB4356M1Z9
BINNY LIMITED - Binny,29AADCB3819Q1Z4
BIO-MED HEALTH CARE PRODUCTS PRIVATE LIMITED - Bio-Med Health Care Products,05AABCB9214H1ZY
BIOCARE RESEARCH (INDIA) PRIVATE LIMITED - Biocare Laboratory,24AABCB6851A2Z6
BIOASPIRE PROCESS SOLUTIONS PRIVATE LIMITED - Bioaspire,27AAFCV9280M1ZJ
BIOCON BIOLOGICS INDIA LIMITED - Biocon,29AAGCB7796M2ZO
BIOCRUX INDIA PRIVATE LIMITED - Biocrux,27AAGCM9504L1Z2
BIODEAL PHARMACEUTICALS PRIVATE LIMITED - Biodeal,02AACCB8125A1ZH
BIOGENIX INC. PRIVATE LIMITED - Biogenix,09AAGCB6941G1ZJ
BIOENABLE TECHNOLOGIES PRIVATE LIMITED - BioEnable,27AABCB7466R1ZX
BIOLAB DIAGNOSTICS (INDIA ) PRIVATE LIMITED - BIOLAB DIAGNOSTICS INDIA,27AACCB0928M1ZL
BIOLINE DIAGNOSTICS LLP - Bioline Diagnostics,07AARFB6900F1ZH
BIORUNS PRIVATE LIMITED - BIORUNS,07AAFCB9808H1ZI
BIOPHORE INDIA PHARMACEUTICALS PRIVATE LIMITED - Biophore,37AADCB0914C1ZA
BIOLOGICAL E. LIMITED - Biological E,05AAACB7873P1Z5
BIOMERIEUX INDIA PRIVATE LIMITED - BioMerieux,33AAACB4984F1ZT
BIOSENSE TECHNOLOGIES PRIVATE LIMITED - BIOSENSE,37AADCB6349R1ZY
BIOSTADT INDIA LIMITED - Biostadt,33AACCB1830G1ZA
BIOSYSTEMS DIAGNOSTICS PRIVATE LIMITED - Biosystems Diagnostics,36AAHCD3645E1ZS
BIOTECH INITIATIVES PRIVATE LIMITED - Biotech Initiatives,27AAFCB8339K1Z9
BIOTECNIKA INFO LABS PRIVATE LIMITED - BIOTECNIKA,29AAECB4390F1ZM
BIOVET PRIVATE LIMITED - Biovet,29AACCB7370F1ZM
BIPHA DRUG LABORATORIES PRIVATE LIMITED - BIPHA DRUG LABORATORIES,36AAECB8025B1Z3
BITLA SOFTWARE PRIVATE LIMITED - BITLA,29AADCB2334A1Z9
SMARTPADDLE TECHNOLOGY PRIVATE LIMITED - Bizongo,27AAVCS6045D1Z0
BLA COKE PRIVATE LIMITED - Bla Coke,27AACCB6232G2ZW
BLISS GVS PHARMA LIMITED - Bliss GVS,27AABCB1382J1ZQ
B L LIFESCIENCES PRIVATE LIMITED - BL Lifesciences,19AAGCG7220D1ZT
BLS POLYMERS LIMITED - BLS Polymers,07AAACB0421B1ZO
BLOW HOT KITCHEN APPLIANCES PRIVATE LIMITED - BLOWHOT,29AACCS4125R1ZT
BLUE STAR LIMITED - Blue Star,27AAACB4487D1ZS
BLUE STAR DIAMONDS PRIVATE LIMITED - Blue Star Diamonds,27AADCB6475E1ZN
BLUEPI CONSULTING PRIVATE LIMITED - BluePi,06AAFCB3396J1ZG
BLUESTONE JEWELLERY AND LIFESTYLE PRIVATE LIMITED - Bluestone.com,29AADCN6881C1Z9
BODHTREE CONSULTING LIMITED - Bodhtree,07AABCB3103D1ZI
BMW INDIA FINANCIAL SERVICES PRIVATE LIMITED - BMW India Financial Services,08AADCB8986G1Z7
BODAL CHEMICALS LIMITED - Bodal Chemicals,07AAACD5352M1ZJ
BOHRA INDUSTRIES LIMITED - Bohra Industries,08AACCB3135C1Z9
BOMBARDIER TRANSPORTATION INDIA PRIVATE LIMITED - Bombardier Transportation,24AAACA5584C1Z1
BOMBAY HEMP COMPANY PRIVATE LIMITED - BOMBAY HEMP COMPANY,27AAFCB3492H1ZK
BONFLEET SOLUTIONS PRIVATE LIMITED - BON,27AAGCB7426E2ZQ
BONA VITA TECHNOLOGIES PRIVATE LIMITED - Bona Vita Tech,07AAGCB3302F1Z8
BONFIGLIOLI TRANSMISSIONS PRIVATE LIMITED - Bonfiglioli,29AABCB1675N1ZA
BONTON CABLES (INDIA) PRIVATE LIMITED - Bonton Cables,36AADCB1762G1ZW
BONY POLYMERS PRIVATE LIMITED - Bony Polymers,06AABCB1594N1ZG
BOOK MY FOREX PRIVATE LIMITED - Book My Forex,06AAECB7321G1ZZ
BORN BABIES INDIA PRIVATE LIMITED - Born Babies,33AARCS1144F2ZG
BOROSIL LIMITED - BOROSIL,33AACCH5367G1ZO
BOSCH REXROTH (INDIA) PRIVATE LIMITED - Bosch Rexroth India,24AAACM9898F1Z2
BOSCH AUTOMOTIVE ELECTRONICS INDIA PRIVATE LIMITED - Bosch Automotive,29AADCB4330L1ZM
BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED - Bosch,19AAACK7312E1ZS
BOSE CORPORATION INDIA PRIVATE LIMITED - Bose Corporation India,04AAACB3260A1ZL
BOSTON SCIENTIFIC INDIA PRIVATE LIMITED - Boston Scientific India,06AABCG9446Q2ZX
BOUTIQUE SPIRIT BRANDS PRIVATE LIMITED - Boutique Spirits,03AAGCB8025R1ZD
BOYD SMITHS PVT LTD - Boyd Smiths,19AABCB1340E1Z8
BPE BIOTREE INDIA PRIVATE LIMITED - BPE BIOTREE INDIA,29AAFCB0431J1ZU
BRAHMOS AEROSPACE PRIVATE LIMITED - Brahmos Aerospace,36AABCR8269E1Z6
INDECOMM GLOBAL SERVICES (INDIA) PRIVATE LIMITED - Brainvisa Technologies,27AABCB6817E1ZV
BRAND STUDIO LIFESTYLE PRIVATE LIMITED - Brand Studio Lifestyle,29AAGCB1468A1ZX
BRAKES INDIA PRIVATE LIMITED - Brakes India,27AAACB2533Q1ZI
BRAWN BIOTECH LIMITED - Brawn Biotech,06AAACB2655D1Z6
BREVISTAY HOSPITALITY PRIVATE LIMITED - Brevistay,27AAGCB7341E1C4
BRICKWORK RATINGS INDIA PRIVATE LIMITED - Brickwork Ratings,04AADCB3136C1ZF
BRIDGEI2I ANALYTICS SOLUTIONS PRIVATE LIMITED - Bridgei2i,29AAECB5548H1ZG
BRIGHT LIFECARE PRIVATE LIMITED - Bright Lifecare,04AAECB5311J1Z2
BRILLARE SCIENCE PRIVATE LIMITED - BRILLARE,24AAGCB4068A1Z5
BRILLIANT POLYMERS PRIVATE LIMITED - Brilliant Polymers,19AAECB5291P1Z0
BRILLIO TECHNOLOGIES PRIVATE LIMITED - Brillio,29AABCP2354A1ZT
BRINTON PHARMACEUTICALS LIMITED - Brinton Pharmaceuticals,27AAFCB6936Q1ZY
BRISTLECONE INDIA LIMITED - Bristlecone India,29AAACM5186E1ZD
BRITACEL SILICONES LIMITED - Britacel Silicones,27AAACE0309B1ZG
BRINKS INDIA PRIVATE LIMITED - Brinks India,36AAACB3302R1ZO
BRISTOL-MYERS SQUIBB INDIA PRIVATE LIMITED - Bristol-Myers Squibb,29AACCB4313Q1ZE
BRITANNIA DAIRY PRIVATE LIMITED - Britannia Dairy,07AABCB8795R1ZP
BSES YAMUNA POWER LIMITED - Bses Yamuna Power,07AABCC8569N1Z0
BRIYOSIS SOFT CAPS PRIVATE LIMITED - Briyosis Soft Caps,24AACCB5247K1ZP
BROWSERSTACK SOFTWARE PRIVATE LIMITED - BrowserStack,27AAGCB2859K1ZB
BSL LIMITED - BSL,08AABCB0639G1ZZ
BUDGE BUDGE COMPANY LTD - Budge Budge,19AABCB2410K1ZY
BUHLER (INDIA) PRIVATE LIMITED - Buhler (India),19AAACB5987A1ZO
BUDGE BUDGE REFINERIES LTD - Budge Budge Refineries,18AABCB2880M1ZE
BULBULSHOP SHOPPING NETWORK PRIVATE LIMITED - Bulbul,06AAICB1394F1ZS
BUNDY INDIA LIMITED - Bundy India,29AAACB3039M1ZJ
BUILDNEXT CONSTRUCTION SOLUTIONS PRIVATE LIMITED - Buildnext,32AAGCB4700M1ZW
BULK MRO INDUSTRIAL SUPPLY PRIVATE LIMITED - Bulk MRO,24AAGCB7343G1ZT
BUREAU VERITAS (INDIA) PRIVATE LIMITED - Bureau Veritas,27AACCB0389G1ZR
BURGER KING INDIA LIMITED - Burger King,05AAFCB7044K1ZN
BURMAN HOSPITALITY PRIVATE LIMITED - Burman Hospitality,33AAGCB0570P1ZK
TIPPING MR PINK PRIVATE LIMITED - Burger Singh,09AAFCB0620B1ZE
BURNPUR CEMENT LIMITED - Burnpur Cement,20AACCA1999B2Z5
BUTTERFLY GANDHIMATHI APPLIANCES LIMITED - Butterfly Gandhimathi Appliances,27AAACG2038F1Z0
BVM OVERSEAS LIMITED - BVM,33AAGCB4452L1ZN
CALCUTTA CLUB LTD - Calcutta Club,19AABCC2376D1ZV
CALDERYS INDIA REFRACTORIES LIMITED - Calderys India Refractories,19AAFCA3610G3ZY
